trID;oldVer;newVer;Table;EventType;attrName;attrType;iskey;pkey;fkey
110;1002813906.sql;1005152318.sql;-;-;-;-;-;-;-
111;1005152318.sql;1005219709.sql;exon_stable_id;Update:TypeChange;exon_id;INTUNSIGNED;true;0;-
111;1005152318.sql;1005219709.sql;gene_stable_id;Update:TypeChange;gene_id;INTUNSIGNED;true;0;-
111;1005152318.sql;1005219709.sql;transcript_stable_id;Update:TypeChange;transcript_id;INTUNSIGNED;true;0;-
111;1005152318.sql;1005219709.sql;translation_stable_id;Update:TypeChange;translation_id;INTUNSIGNED;true;0;-
112;1005219709.sql;1005223831.sql;-;-;-;-;-;-;-
113;1005223831.sql;1005307928.sql;Xref;Update:TypeChange;externalDBId;INTUNSIGNED;false;0;-
113;1005223831.sql;1005307928.sql;Xref;Update:TypeChange;xrefId;INTUNSIGNED;true;0;-
113;1005223831.sql;1005307928.sql;externalDB;Update:TypeChange;externalDBId;INTUNSIGNED;true;0;-
113;1005223831.sql;1005307928.sql;externalSynonym;Update:TypeChange;xrefId;INTUNSIGNED;true;0;-
113;1005223831.sql;1005307928.sql;gene;Update:TypeChange;analysisId;INTUNSIGNED;false;0;-
113;1005223831.sql;1005307928.sql;identityXref;Update:TypeChange;objectxrefId;INTUNSIGNED;true;0;-
113;1005223831.sql;1005307928.sql;map_density;Insertion:UpdateTable;chr_name;VARCHAR(15);true;0;-
113;1005223831.sql;1005307928.sql;map_density;Deletion:UpdateTable;chromosome_id;INT(10);true;0;-
113;1005223831.sql;1005307928.sql;meta;Update:TypeChange;meta_id;INTUNSIGNED;true;0;-
113;1005223831.sql;1005307928.sql;objectXref;Update:TypeChange;objectxrefId;INTUNSIGNED;true;0;-
113;1005223831.sql;1005307928.sql;objectXref;Update:TypeChange;xrefId;INTUNSIGNED;false;0;-
113;1005223831.sql;1005307928.sql;supporting_feature;Update:TypeChange;exon_id;INTUNSIGNED;false;0;-
114;1005307928.sql;1005308195.sql;-;-;-;-;-;-;-
115;1005308195.sql;1010853154.sql;Xref;Deletion:DeleteTable;dbprimary_id;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;Xref;Deletion:DeleteTable;description;VARCHAR(255);false;0;-
115;1005308195.sql;1010853154.sql;Xref;Deletion:DeleteTable;display_id;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;Xref;Deletion:DeleteTable;externalDBId;INTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;Xref;Deletion:DeleteTable;version;VARCHAR(10);false;0;-
115;1005308195.sql;1010853154.sql;Xref;Deletion:DeleteTable;xrefId;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;analysis;Insertion:UpdateTable;analysis_id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;analysis;Insertion:UpdateTable;created;DATETIME;false;0;-
115;1005308195.sql;1010853154.sql;analysis;Insertion:UpdateTable;db_file;VARCHAR(120);false;0;-
115;1005308195.sql;1010853154.sql;analysis;Insertion:UpdateTable;logic_name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;analysis;Insertion:UpdateTable;module;VARCHAR(80);false;0;-
115;1005308195.sql;1010853154.sql;analysis;Insertion:UpdateTable;module_version;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;analysis;Insertion:UpdateTable;parameters;VARCHAR(80);false;0;-
115;1005308195.sql;1010853154.sql;analysis;Insertion:UpdateTable;program_file;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;analysis;Update:TypeChange;db;VARCHAR(120);false;0;-
115;1005308195.sql;1010853154.sql;analysis;Update:TypeChange;program;VARCHAR(80);false;0;-
115;1005308195.sql;1010853154.sql;analysis;Deletion:UpdateTable;id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;analysisId;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;created;DATETIME;false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;db;VARCHAR(120);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;db_file;VARCHAR(120);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;db_version;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;gff_feature;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;gff_source;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;logic_name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;module;VARCHAR(80);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;module_version;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;parameters;VARCHAR(80);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;program;VARCHAR(80);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;program_file;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;analysisprocess;Deletion:DeleteTable;program_version;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;chr_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;chr_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;chromosome_id;TINYINTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;contig_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;contig_id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;contig_ori;TINYINT;false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;contig_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;superctg_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;superctg_name;VARCHAR(20);false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;superctg_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;assembly;Insertion:NewTable;type;VARCHAR(20);true;0;-
115;1005308195.sql;1010853154.sql;assembly_locations;Insertion:NewTable;assembly_type;VARCHAR(20);false;0;-
115;1005308195.sql;1010853154.sql;assembly_locations;Insertion:NewTable;chr_end;INT;false;0;-
115;1005308195.sql;1010853154.sql;assembly_locations;Insertion:NewTable;chr_start;INT;false;0;-
115;1005308195.sql;1010853154.sql;assembly_locations;Insertion:NewTable;chr_strand;TINYINT;false;0;-
115;1005308195.sql;1010853154.sql;assembly_locations;Insertion:NewTable;chromosome_id;TINYINTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;assembly_locations;Insertion:NewTable;type;ENUM('GENE');false;0;-
115;1005308195.sql;1010853154.sql;assembly_locations;Insertion:NewTable;type_id;INTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;chromosome;Update:TypeChange;chromosome_id;TINYINTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;chromosome;Deletion:UpdateTable;species_id;INT(11);false;0;-
115;1005308195.sql;1010853154.sql;clone;Insertion:UpdateTable;clone_id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;clone;Insertion:UpdateTable;embl_acc;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;clone;Insertion:UpdateTable;name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;clone;Deletion:UpdateTable;embl_id;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;clone;Deletion:UpdateTable;id;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;clone;Deletion:UpdateTable;internal_id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;contig;Deletion:UpdateTable;chromosomeId;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;contig;Deletion:UpdateTable;clone;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;contig;Deletion:UpdateTable;dna;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;contig;Deletion:UpdateTable;id;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;contig;Deletion:UpdateTable;internal_id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;contig;Deletion:UpdateTable;international_id;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;contig;Insertion:UpdateTable;clone_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;contig;Insertion:UpdateTable;contig_id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;contig;Insertion:UpdateTable;dna_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;contig;Insertion:UpdateTable;international_name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;contig;Insertion:UpdateTable;name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;dna;Insertion:UpdateTable;dna_id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;dna;Deletion:UpdateTable;id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;analysis_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;cigar_line;VARCHAR(255);false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;contig_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;contig_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;contig_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;contig_strand;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;dna_align_feature_id;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;evalue;DOUBLE;false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;hit_end;INT;false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;hit_name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;hit_start;INT;false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;hit_strand;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;perc_ident;FLOAT;false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;phase;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;dna_align_feature;Insertion:NewTable;score;DOUBLE;false;0;-
115;1005308195.sql;1010853154.sql;exon;Insertion:UpdateTable;contig_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;exon;Insertion:UpdateTable;contig_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;exon;Insertion:UpdateTable;contig_strand;TINYINT(2);false;0;-
115;1005308195.sql;1010853154.sql;exon;Deletion:UpdateTable;seq_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;exon;Deletion:UpdateTable;seq_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;exon;Deletion:UpdateTable;strand;TINYINT(2);false;0;-
115;1005308195.sql;1010853154.sql;exon;Update:TypeChange;sticky_rank;TINYINT;true;0;-
115;1005308195.sql;1010853154.sql;exon_feature;Insertion:NewTable;exon_id;INTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;exon_feature;Insertion:NewTable;feature_id;INTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;exon_feature;Insertion:NewTable;feature_type;ENUM("DNA_ALIGN","SIMPLE","PROTEIN_ALIGN");false;0;-
115;1005308195.sql;1010853154.sql;externalDB;Deletion:DeleteTable;db_name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;externalDB;Deletion:DeleteTable;externalDBId;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;externalDB;Deletion:DeleteTable;release;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;externalSynonym;Deletion:DeleteTable;synonym;VARCHAR(40);true;0;-
115;1005308195.sql;1010853154.sql;externalSynonym;Deletion:DeleteTable;xrefId;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;external_db;Insertion:NewTable;db_name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;external_db;Insertion:NewTable;external_db_id;INT;true;0;-
115;1005308195.sql;1010853154.sql;external_db;Insertion:NewTable;release;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;external_synonym;Insertion:NewTable;synonym;VARCHAR(40);true;0;-
115;1005308195.sql;1010853154.sql;external_synonym;Insertion:NewTable;xref_id;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;analysis;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;contig;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;end_phase;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;evalue;VARCHAR(20);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;hend;INT(11);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;hid;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;hstart;INT(11);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;perc_id;TINYINT(10);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;phase;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;score;DOUBLE(16,4);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;seq_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;seq_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;feature;Deletion:DeleteTable;strand;INT(1);false;0;-
115;1005308195.sql;1010853154.sql;fset;Deletion:DeleteTable;id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;fset;Deletion:DeleteTable;score;DOUBLE(16,4);false;0;-
115;1005308195.sql;1010853154.sql;fset_feature;Deletion:DeleteTable;feature;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;fset_feature;Deletion:DeleteTable;fset;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;fset_feature;Deletion:DeleteTable;rank;INT(11);true;0;-
115;1005308195.sql;1010853154.sql;gene;Deletion:UpdateTable;analysisId;INTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;gene;Insertion:UpdateTable;analysis_id;INT;false;0;-
115;1005308195.sql;1010853154.sql;gene;Insertion:UpdateTable;transcript_count;INT;false;0;-
115;1005308195.sql;1010853154.sql;identityXref;Deletion:DeleteTable;objectxrefId;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;identityXref;Deletion:DeleteTable;query_identity;INT(5);false;0;-
115;1005308195.sql;1010853154.sql;identityXref;Deletion:DeleteTable;target_identity;INT(5);false;0;-
115;1005308195.sql;1010853154.sql;identity_xref;Insertion:NewTable;object_xref_id;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;identity_xref;Insertion:NewTable;query_identity;INT(5);false;0;-
115;1005308195.sql;1010853154.sql;identity_xref;Insertion:NewTable;target_identity;INT(5);false;0;-
115;1005308195.sql;1010853154.sql;interpro_description;Deletion:DeleteTable;description;VARCHAR(255);false;0;-
115;1005308195.sql;1010853154.sql;interpro_description;Deletion:DeleteTable;interpro_ac;VARCHAR(40);true;0;-
115;1005308195.sql;1010853154.sql;interpro_description;Deletion:DeleteTable;short_description;VARCHAR(255);false;0;-
115;1005308195.sql;1010853154.sql;karyotype;Deletion:UpdateTable;chr_name;VARCHAR(40);true;0;-
115;1005308195.sql;1010853154.sql;karyotype;Insertion:UpdateTable;chromosome_id;TINYINTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;landmark_marker;Deletion:UpdateTable;chr_name;CHAR(20);false;0;-
115;1005308195.sql;1010853154.sql;landmark_marker;Insertion:UpdateTable;chromosome_id;TINYINTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;map_density;Deletion:UpdateTable;chr_name;VARCHAR(15);true;0;-
115;1005308195.sql;1010853154.sql;map_density;Insertion:UpdateTable;chromosome_id;TINYINTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;meta;Update:TypeChange;meta_id;INT;true;0;-
115;1005308195.sql;1010853154.sql;objectXref;Deletion:DeleteTable;ensembl_id;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;objectXref;Deletion:DeleteTable;ensembl_object_type;ENUM('RAWCONTIG','TRANSCRIPT','GENE','TRANSLATION');false;0;-
115;1005308195.sql;1010853154.sql;objectXref;Deletion:DeleteTable;objectxrefId;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;objectXref;Deletion:DeleteTable;xrefId;INTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;object_xref;Insertion:NewTable;ensembl_id;INTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;object_xref;Insertion:NewTable;ensembl_object_type;ENUM('RAWCONTIG','TRANSCRIPT','GENE','TRANSLATION');false;0;-
115;1005308195.sql;1010853154.sql;object_xref;Insertion:NewTable;object_xref_id;INT;false;0;-
115;1005308195.sql;1010853154.sql;object_xref;Insertion:NewTable;xref_id;INTUNSIGNED;false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;analysis_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;cigar_line;VARCHAR(255);false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;contig_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;contig_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;contig_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;contig_strand;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;evalue;DOUBLE;false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;hit_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;hit_name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;hit_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;perc_ident;FLOAT;false;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;protein_align_feature_id;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;protein_align_feature;Insertion:NewTable;score;DOUBLE;false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Deletion:UpdateTable;analysis;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Deletion:UpdateTable;hend;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Deletion:UpdateTable;hid;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Deletion:UpdateTable;hstart;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Deletion:UpdateTable;id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Deletion:UpdateTable;perc_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Deletion:UpdateTable;translation;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Insertion:UpdateTable;analysis_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Insertion:UpdateTable;hit_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Insertion:UpdateTable;hit_id;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Insertion:UpdateTable;hit_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Insertion:UpdateTable;perc_ident;FLOAT;false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Insertion:UpdateTable;protein_feature_id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Insertion:UpdateTable;translation_id;INT;false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Update:TypeChange;evalue;DOUBLE;false;0;-
115;1005308195.sql;1010853154.sql;protein_feature;Update:TypeChange;score;DOUBLE;false;0;-
115;1005308195.sql;1010853154.sql;repeat_consensus;Insertion:NewTable;repeat_class;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;repeat_consensus;Insertion:NewTable;repeat_consensus;TEXT;false;0;-
115;1005308195.sql;1010853154.sql;repeat_consensus;Insertion:NewTable;repeat_id;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;repeat_consensus;Insertion:NewTable;repeat_name;VARCHAR(255);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Deletion:UpdateTable;analysis;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Deletion:UpdateTable;contig;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Deletion:UpdateTable;hend;INT(11);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Deletion:UpdateTable;hid;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Deletion:UpdateTable;hstart;INT(11);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Deletion:UpdateTable;id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Deletion:UpdateTable;seq_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Deletion:UpdateTable;seq_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Deletion:UpdateTable;strand;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Insertion:UpdateTable;analysis_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Insertion:UpdateTable;contig_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Insertion:UpdateTable;contig_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Insertion:UpdateTable;contig_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Insertion:UpdateTable;contig_strand;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Insertion:UpdateTable;repeat_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Insertion:UpdateTable;repeat_feature_id;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Insertion:UpdateTable;repeat_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Insertion:UpdateTable;repeat_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;repeat_feature;Update:TypeChange;score;DOUBLE;false;0;-
115;1005308195.sql;1010853154.sql;simple_feature;Insertion:NewTable;analysis_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;simple_feature;Insertion:NewTable;contig_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;simple_feature;Insertion:NewTable;contig_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;simple_feature;Insertion:NewTable;contig_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;simple_feature;Insertion:NewTable;contig_strand;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;simple_feature;Insertion:NewTable;display_label;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;simple_feature;Insertion:NewTable;score;DOUBLE;false;0;-
115;1005308195.sql;1010853154.sql;simple_feature;Insertion:NewTable;simple_feature_id;INTUNSIGNED;true;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;chr_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;chr_name;VARCHAR(20);false;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;chr_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;fpcctg_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;fpcctg_name;VARCHAR(20);false;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;fpcctg_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;raw_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;raw_id;INT(10);true;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;raw_ori;TINYINT(2);false;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;raw_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;static_golden_path;Deletion:DeleteTable;type;VARCHAR(20);true;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Deletion:UpdateTable;analysis;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Deletion:UpdateTable;hend;INT(11);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Deletion:UpdateTable;hid;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Deletion:UpdateTable;hstart;INT(11);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Deletion:UpdateTable;hstrand;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Deletion:UpdateTable;name;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Deletion:UpdateTable;perc_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Deletion:UpdateTable;seq_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Deletion:UpdateTable;seq_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Insertion:UpdateTable;analysis_id;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Insertion:UpdateTable;contig_end;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Insertion:UpdateTable;contig_start;INT(10);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Insertion:UpdateTable;hit_end;INT(11);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Insertion:UpdateTable;hit_id;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Insertion:UpdateTable;hit_start;INT(11);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Insertion:UpdateTable;hit_strand;TINYINT(1);false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Insertion:UpdateTable;perc_ident;FLOAT;false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Update:TypeChange;evalue;DOUBLE;false;0;-
115;1005308195.sql;1010853154.sql;supporting_feature;Update:TypeChange;exon_id;INT;false;0;-
115;1005308195.sql;1010853154.sql;transcript;Insertion:UpdateTable;exon_count;INT;false;0;-
115;1005308195.sql;1010853154.sql;xref;Insertion:NewTable;dbprimary_acc;VARCHAR(40);false;0;-
115;1005308195.sql;1010853154.sql;xref;Insertion:NewTable;description;VARCHAR(255);false;0;-
